StartDate,StartdateFiscalPeriodLong,StartDateFiscalYear,num visits
2012-05-15,2013-02,12/13,229
2012-05-16,2013-02,12/13,231
2012-05-17,2013-02,12/13,242
2012-05-18,2013-02,12/13,240
2012-05-19,2013-02,12/13,223
2012-05-20,2013-02,12/13,225
2012-05-21,2013-02,12/13,220
2012-05-22,2013-02,12/13,260
2012-05-23,2013-02,12/13,224
2012-05-24,2013-02,12/13,249
2012-05-25,2013-03,12/13,231
2012-05-26,2013-03,12/13,227
2012-05-27,2013-03,12/13,248
2012-05-28,2013-03,12/13,253
2012-05-29,2013-03,12/13,229
2012-05-30,2013-03,12/13,237
2012-05-31,2013-03,12/13,225
2012-06-01,2013-03,12/13,226
2012-06-02,2013-03,12/13,216
2012-06-03,2013-03,12/13,213
2012-06-04,2013-03,12/13,211
2012-06-05,2013-03,12/13,232
2012-06-06,2013-03,12/13,219
2012-06-07,2013-03,12/13,217
2012-06-08,2013-03,12/13,232
2012-06-09,2013-03,12/13,210
2012-06-10,2013-03,12/13,253
2012-06-11,2013-03,12/13,266
2012-06-12,2013-03,12/13,224
2012-06-13,2013-03,12/13,223
2012-06-14,2013-03,12/13,202
2012-06-15,2013-03,12/13,236
2012-06-16,2013-03,12/13,232
2012-06-17,2013-03,12/13,217
2012-06-18,2013-03,12/13,240
2012-06-19,2013-03,12/13,224
2012-06-20,2013-03,12/13,246
2012-06-21,2013-03,12/13,247
2012-06-22,2013-04,12/13,227
2012-06-23,2013-04,12/13,208
2012-06-24,2013-04,12/13,222
2012-06-25,2013-04,12/13,230
2012-06-26,2013-04,12/13,238
2012-06-27,2013-04,12/13,220
2012-06-28,2013-04,12/13,215
2012-06-29,2013-04,12/13,232
2012-06-30,2013-04,12/13,204
2012-07-01,2013-04,12/13,232
2012-07-02,2013-04,12/13,236
2012-07-03,2013-04,12/13,244
2012-07-04,2013-04,12/13,234
2012-07-05,2013-04,12/13,230
2012-07-06,2013-04,12/13,249
2012-07-07,2013-04,12/13,217
2012-07-08,2013-04,12/13,264
2012-07-09,2013-04,12/13,249
2012-07-10,2013-04,12/13,245
2012-07-11,2013-04,12/13,228
2012-07-12,2013-04,12/13,251
2012-07-13,2013-04,12/13,226
2012-07-14,2013-04,12/13,251
2012-07-15,2013-04,12/13,238
2012-07-16,2013-04,12/13,258
2012-07-17,2013-04,12/13,239
2012-07-18,2013-04,12/13,207
2012-07-19,2013-04,12/13,254
2012-07-20,2013-05,12/13,233
2012-07-21,2013-05,12/13,216
2012-07-22,2013-05,12/13,248
2012-07-23,2013-05,12/13,250
2012-07-24,2013-05,12/13,244
2012-07-25,2013-05,12/13,245
2012-07-26,2013-05,12/13,236
2012-07-27,2013-05,12/13,228
2012-07-28,2013-05,12/13,225
2012-07-29,2013-05,12/13,241
2012-07-30,2013-05,12/13,240
2012-07-31,2013-05,12/13,241
2012-08-01,2013-05,12/13,228
2012-08-02,2013-05,12/13,222
2012-08-03,2013-05,12/13,253
2012-08-04,2013-05,12/13,211
2012-08-05,2013-05,12/13,232
2012-08-06,2013-05,12/13,215
2012-08-07,2013-05,12/13,272
2012-08-08,2013-05,12/13,241
2012-08-09,2013-05,12/13,244
2012-08-10,2013-05,12/13,225
2012-08-11,2013-05,12/13,223
2012-08-12,2013-05,12/13,219
2012-08-13,2013-05,12/13,252
2012-08-14,2013-05,12/13,235
2012-08-15,2013-05,12/13,239
2012-08-16,2013-05,12/13,243
2012-08-17,2013-06,12/13,232
2012-08-18,2013-06,12/13,247
2012-08-19,2013-06,12/13,233
2012-08-20,2013-06,12/13,259
2012-08-21,2013-06,12/13,256
2012-08-22,2013-06,12/13,232
2012-08-23,2013-06,12/13,238
2012-08-24,2013-06,12/13,219
2012-08-25,2013-06,12/13,247
2012-08-26,2013-06,12/13,237
2012-08-27,2013-06,12/13,232
2012-08-28,2013-06,12/13,238
2012-08-29,2013-06,12/13,212
2012-08-30,2013-06,12/13,253
2012-08-31,2013-06,12/13,230
2012-09-01,2013-06,12/13,237
2012-09-02,2013-06,12/13,242
2012-09-03,2013-06,12/13,235
2012-09-04,2013-06,12/13,232
2012-09-05,2013-06,12/13,254
2012-09-06,2013-06,12/13,247
2012-09-07,2013-06,12/13,249
2012-09-08,2013-06,12/13,251
2012-09-09,2013-06,12/13,234
2012-09-10,2013-06,12/13,265
2012-09-11,2013-06,12/13,244
2012-09-12,2013-06,12/13,219
2012-09-13,2013-06,12/13,213
2012-09-14,2013-07,12/13,239
2012-09-15,2013-07,12/13,241
2012-09-16,2013-07,12/13,216
2012-09-17,2013-07,12/13,242
2012-09-18,2013-07,12/13,243
2012-09-19,2013-07,12/13,210
2012-09-20,2013-07,12/13,252
2012-09-21,2013-07,12/13,216
2012-09-22,2013-07,12/13,256
2012-09-23,2013-07,12/13,232
2012-09-24,2013-07,12/13,235
2012-09-25,2013-07,12/13,218
2012-09-26,2013-07,12/13,223
2012-09-27,2013-07,12/13,264
2012-09-28,2013-07,12/13,216
2012-09-29,2013-07,12/13,224
2012-09-30,2013-07,12/13,244
2012-10-01,2013-07,12/13,245
2012-10-02,2013-07,12/13,221
2012-10-03,2013-07,12/13,206
2012-10-04,2013-07,12/13,204
2012-10-05,2013-07,12/13,220
2012-10-06,2013-07,12/13,216
2012-10-07,2013-07,12/13,204
2012-10-08,2013-07,12/13,217
2012-10-09,2013-07,12/13,250
2012-10-10,2013-07,12/13,223
2012-10-11,2013-07,12/13,237
2012-10-12,2013-08,12/13,244
2012-10-13,2013-08,12/13,235
2012-10-14,2013-08,12/13,238
2012-10-15,2013-08,12/13,252
2012-10-16,2013-08,12/13,210
2012-10-17,2013-08,12/13,218
2012-10-18,2013-08,12/13,226
2012-10-19,2013-08,12/13,248
2012-10-20,2013-08,12/13,250
2012-10-21,2013-08,12/13,212
2012-10-22,2013-08,12/13,251
2012-10-23,2013-08,12/13,218
2012-10-24,2013-08,12/13,220
2012-10-25,2013-08,12/13,246
2012-10-26,2013-08,12/13,216
2012-10-27,2013-08,12/13,216
2012-10-28,2013-08,12/13,232
2012-10-29,2013-08,12/13,225
2012-10-30,2013-08,12/13,226
2012-10-31,2013-08,12/13,212
2012-11-01,2013-08,12/13,230
2012-11-02,2013-08,12/13,248
2012-11-03,2013-08,12/13,235
2012-11-04,2013-08,12/13,249
2012-11-05,2013-08,12/13,241
2012-11-06,2013-08,12/13,219
2012-11-07,2013-08,12/13,215
2012-11-08,2013-08,12/13,225
2012-11-09,2013-09,12/13,225
2012-11-10,2013-09,12/13,227
2012-11-11,2013-09,12/13,207
2012-11-12,2013-09,12/13,221
2012-11-13,2013-09,12/13,217
2012-11-14,2013-09,12/13,224
2012-11-15,2013-09,12/13,219
2012-11-16,2013-09,12/13,212
2012-11-17,2013-09,12/13,215
2012-11-18,2013-09,12/13,212
2012-11-19,2013-09,12/13,248
2012-11-20,2013-09,12/13,225
2012-11-21,2013-09,12/13,206
2012-11-22,2013-09,12/13,215
2012-11-23,2013-09,12/13,213
2012-11-24,2013-09,12/13,230
2012-11-25,2013-09,12/13,222
2012-11-26,2013-09,12/13,233
2012-11-27,2013-09,12/13,223
2012-11-28,2013-09,12/13,233
2012-11-29,2013-09,12/13,270
2012-11-30,2013-09,12/13,205
2012-12-01,2013-09,12/13,222
2012-12-02,2013-09,12/13,220
2012-12-03,2013-09,12/13,266
2012-12-04,2013-09,12/13,233
2012-12-05,2013-09,12/13,224
2012-12-06,2013-09,12/13,244
2012-12-07,2013-10,12/13,236
2012-12-08,2013-10,12/13,210
2012-12-09,2013-10,12/13,231
2012-12-10,2013-10,12/13,238
2012-12-11,2013-10,12/13,230
2012-12-12,2013-10,12/13,220
2012-12-13,2013-10,12/13,229
2012-12-14,2013-10,12/13,231
2012-12-15,2013-10,12/13,201
2012-12-16,2013-10,12/13,253
2012-12-17,2013-10,12/13,229
2012-12-18,2013-10,12/13,217
2012-12-19,2013-10,12/13,159
2012-12-20,2013-10,12/13,243
2012-12-21,2013-10,12/13,228
2012-12-22,2013-10,12/13,212
2012-12-23,2013-10,12/13,209
2012-12-24,2013-10,12/13,243
2012-12-25,2013-10,12/13,215
2012-12-26,2013-10,12/13,254
2012-12-27,2013-10,12/13,278
2012-12-28,2013-10,12/13,257
2012-12-29,2013-10,12/13,237
2012-12-30,2013-10,12/13,224
2012-12-31,2013-10,12/13,216
2013-01-01,2013-10,12/13,259
2013-01-02,2013-10,12/13,283
2013-01-03,2013-10,12/13,239
2013-01-04,2013-11,12/13,248
2013-01-05,2013-11,12/13,234
2013-01-06,2013-11,12/13,225
2013-01-07,2013-11,12/13,235
2013-01-08,2013-11,12/13,221
2013-01-09,2013-11,12/13,216
2013-01-10,2013-11,12/13,226
2013-01-11,2013-11,12/13,220
2013-01-12,2013-11,12/13,204
2013-01-13,2013-11,12/13,217
2013-01-14,2013-11,12/13,223
2013-01-15,2013-11,12/13,201
2013-01-16,2013-11,12/13,210
2013-01-17,2013-11,12/13,205
2013-01-18,2013-11,12/13,216
2013-01-19,2013-11,12/13,208
2013-01-20,2013-11,12/13,207
2013-01-21,2013-11,12/13,231
2013-01-22,2013-11,12/13,239
2013-01-23,2013-11,12/13,218
2013-01-24,2013-11,12/13,215
2013-01-25,2013-11,12/13,219
2013-01-26,2013-11,12/13,229
2013-01-27,2013-11,12/13,236
2013-01-28,2013-11,12/13,239
2013-01-29,2013-11,12/13,206
2013-01-30,2013-11,12/13,257
2013-01-31,2013-11,12/13,218
2013-02-01,2013-12,12/13,231
2013-02-02,2013-12,12/13,229
2013-02-03,2013-12,12/13,228
2013-02-04,2013-12,12/13,234
2013-02-05,2013-12,12/13,237
2013-02-06,2013-12,12/13,217
2013-02-07,2013-12,12/13,247
2013-02-08,2013-12,12/13,221
2013-02-09,2013-12,12/13,247
2013-02-10,2013-12,12/13,239
2013-02-11,2013-12,12/13,231
2013-02-12,2013-12,12/13,237
2013-02-13,2013-12,12/13,225
2013-02-14,2013-12,12/13,221
2013-02-15,2013-12,12/13,227
2013-02-16,2013-12,12/13,219
2013-02-17,2013-12,12/13,213
2013-02-18,2013-12,12/13,242
2013-02-19,2013-12,12/13,235
2013-02-20,2013-12,12/13,214
2013-02-21,2013-12,12/13,231
2013-02-22,2013-12,12/13,215
2013-02-23,2013-12,12/13,223
2013-02-24,2013-12,12/13,213
2013-02-25,2013-12,12/13,223
2013-02-26,2013-12,12/13,225
2013-02-27,2013-12,12/13,218
2013-02-28,2013-12,12/13,235
2013-03-01,2013-13,12/13,224
2013-03-02,2013-13,12/13,220
2013-03-03,2013-13,12/13,208
2013-03-04,2013-13,12/13,231
2013-03-05,2013-13,12/13,229
2013-03-06,2013-13,12/13,236
2013-03-07,2013-13,12/13,229
2013-03-08,2013-13,12/13,232
2013-03-09,2013-13,12/13,233
2013-03-10,2013-13,12/13,237
2013-03-11,2013-13,12/13,252
2013-03-12,2013-13,12/13,221
2013-03-13,2013-13,12/13,240
2013-03-14,2013-13,12/13,230
2013-03-15,2013-13,12/13,241
2013-03-16,2013-13,12/13,256
2013-03-17,2013-13,12/13,242
2013-03-18,2013-13,12/13,264
2013-03-19,2013-13,12/13,232
2013-03-20,2013-13,12/13,220
2013-03-21,2013-13,12/13,217
2013-03-22,2013-13,12/13,219
2013-03-23,2013-13,12/13,229
2013-03-24,2013-13,12/13,237
2013-03-25,2013-13,12/13,240
2013-03-26,2013-13,12/13,238
2013-03-27,2013-13,12/13,248
2013-03-28,2013-13,12/13,266
2013-03-29,2013-13,12/13,245
2013-03-30,2013-13,12/13,265
2013-03-31,2013-13,12/13,245
2013-04-01,2014-01,13/14,276
2013-04-02,2014-01,13/14,246
2013-04-03,2014-01,13/14,222
2013-04-04,2014-01,13/14,224
2013-04-05,2014-01,13/14,277
2013-04-06,2014-01,13/14,231
2013-04-07,2014-01,13/14,246
2013-04-08,2014-01,13/14,272
2013-04-09,2014-01,13/14,193
2013-04-10,2014-01,13/14,241
2013-04-11,2014-01,13/14,231
2013-04-12,2014-01,13/14,239
2013-04-13,2014-01,13/14,211
2013-04-14,2014-01,13/14,209
2013-04-15,2014-01,13/14,264
2013-04-16,2014-01,13/14,219
2013-04-17,2014-01,13/14,217
2013-04-18,2014-01,13/14,224
2013-04-19,2014-01,13/14,250
2013-04-20,2014-01,13/14,222
2013-04-21,2014-01,13/14,248
2013-04-22,2014-01,13/14,222
2013-04-23,2014-01,13/14,235
2013-04-24,2014-01,13/14,215
2013-04-25,2014-01,13/14,239
2013-04-26,2014-02,13/14,249
2013-04-27,2014-02,13/14,213
2013-04-28,2014-02,13/14,231
2013-04-29,2014-02,13/14,240
2013-04-30,2014-02,13/14,225
2013-05-01,2014-02,13/14,215
2013-05-02,2014-02,13/14,235
2013-05-03,2014-02,13/14,251
2013-05-04,2014-02,13/14,212
2013-05-05,2014-02,13/14,225
2013-05-06,2014-02,13/14,264
2013-05-07,2014-02,13/14,246
2013-05-08,2014-02,13/14,242
2013-05-09,2014-02,13/14,255
2013-05-10,2014-02,13/14,248
2013-05-11,2014-02,13/14,219
2013-05-12,2014-02,13/14,230
2013-05-13,2014-02,13/14,255
2013-05-14,2014-02,13/14,229
2013-05-15,2014-02,13/14,219
2013-05-16,2014-02,13/14,263
2013-05-17,2014-02,13/14,228
2013-05-18,2014-02,13/14,221
2013-05-19,2014-02,13/14,221
2013-05-20,2014-02,13/14,218
2013-05-21,2014-02,13/14,265
2013-05-22,2014-02,13/14,230
2013-05-23,2014-02,13/14,223
2013-05-24,2014-03,13/14,237
2013-05-25,2014-03,13/14,213
2013-05-26,2014-03,13/14,247
2013-05-27,2014-03,13/14,259
2013-05-28,2014-03,13/14,248
2013-05-29,2014-03,13/14,232
2013-05-30,2014-03,13/14,230
2013-05-31,2014-03,13/14,223
2013-06-01,2014-03,13/14,251
2013-06-02,2014-03,13/14,245
2013-06-03,2014-03,13/14,263
2013-06-04,2014-03,13/14,254
2013-06-05,2014-03,13/14,229
2013-06-06,2014-03,13/14,257
2013-06-07,2014-03,13/14,257
2013-06-08,2014-03,13/14,233
2013-06-09,2014-03,13/14,259
2013-06-10,2014-03,13/14,243
2013-06-11,2014-03,13/14,212
2013-06-12,2014-03,13/14,199
2013-06-13,2014-03,13/14,248
2013-06-14,2014-03,13/14,228
2013-06-15,2014-03,13/14,235
2013-06-16,2014-03,13/14,245
2013-06-17,2014-03,13/14,272
2013-06-18,2014-03,13/14,252
2013-06-19,2014-03,13/14,233
2013-06-20,2014-03,13/14,228
2013-06-21,2014-04,13/14,255
2013-06-22,2014-04,13/14,252
2013-06-23,2014-04,13/14,241
2013-06-24,2014-04,13/14,263
2013-06-25,2014-04,13/14,229
2013-06-26,2014-04,13/14,272
2013-06-27,2014-04,13/14,246
2013-06-28,2014-04,13/14,250
2013-06-29,2014-04,13/14,243
2013-06-30,2014-04,13/14,254
2013-07-01,2014-04,13/14,252
2013-07-02,2014-04,13/14,306
2013-07-03,2014-04,13/14,263
2013-07-04,2014-04,13/14,251
2013-07-05,2014-04,13/14,257
2013-07-06,2014-04,13/14,260
2013-07-07,2014-04,13/14,241
2013-07-08,2014-04,13/14,287
2013-07-09,2014-04,13/14,229
2013-07-10,2014-04,13/14,242
2013-07-11,2014-04,13/14,254
2013-07-12,2014-04,13/14,246
2013-07-13,2014-04,13/14,225
2013-07-14,2014-04,13/14,236
2013-07-15,2014-04,13/14,265
2013-07-16,2014-04,13/14,260
2013-07-17,2014-04,13/14,240
2013-07-18,2014-04,13/14,250
2013-07-19,2014-05,13/14,249
2013-07-20,2014-05,13/14,231
2013-07-21,2014-05,13/14,265
2013-07-22,2014-05,13/14,239
2013-07-23,2014-05,13/14,279
2013-07-24,2014-05,13/14,242
2013-07-25,2014-05,13/14,242
2013-07-26,2014-05,13/14,242
2013-07-27,2014-05,13/14,261
2013-07-28,2014-05,13/14,242
2013-07-29,2014-05,13/14,230
2013-07-30,2014-05,13/14,242
2013-07-31,2014-05,13/14,241
2013-08-01,2014-05,13/14,268
2013-08-02,2014-05,13/14,254
2013-08-03,2014-05,13/14,244
2013-08-04,2014-05,13/14,237
2013-08-05,2014-05,13/14,246
2013-08-06,2014-05,13/14,257
2013-08-07,2014-05,13/14,241
2013-08-08,2014-05,13/14,270
2013-08-09,2014-05,13/14,243
2013-08-10,2014-05,13/14,255
2013-08-11,2014-05,13/14,246
2013-08-12,2014-05,13/14,246
2013-08-13,2014-05,13/14,252
2013-08-14,2014-05,13/14,252
2013-08-15,2014-05,13/14,237
2013-08-16,2014-06,13/14,248
2013-08-17,2014-06,13/14,236
2013-08-18,2014-06,13/14,251
2013-08-19,2014-06,13/14,256
2013-08-20,2014-06,13/14,259
2013-08-21,2014-06,13/14,248
2013-08-22,2014-06,13/14,230
2013-08-23,2014-06,13/14,221
2013-08-24,2014-06,13/14,226
2013-08-25,2014-06,13/14,251
2013-08-26,2014-06,13/14,272
2013-08-27,2014-06,13/14,242
2013-08-28,2014-06,13/14,255
2013-08-29,2014-06,13/14,217
2013-08-30,2014-06,13/14,217
2013-08-31,2014-06,13/14,227
2013-09-01,2014-06,13/14,254
2013-09-02,2014-06,13/14,261
2013-09-03,2014-06,13/14,245
2013-09-04,2014-06,13/14,239
2013-09-05,2014-06,13/14,256
2013-09-06,2014-06,13/14,245
2013-09-07,2014-06,13/14,223
2013-09-08,2014-06,13/14,214
2013-09-09,2014-06,13/14,283
2013-09-10,2014-06,13/14,245
2013-09-11,2014-06,13/14,220
2013-09-12,2014-06,13/14,242
2013-09-13,2014-07,13/14,257
2013-09-14,2014-07,13/14,253
2013-09-15,2014-07,13/14,253
2013-09-16,2014-07,13/14,242
2013-09-17,2014-07,13/14,232
2013-09-18,2014-07,13/14,237
2013-09-19,2014-07,13/14,230
2013-09-20,2014-07,13/14,255
2013-09-21,2014-07,13/14,243
2013-09-22,2014-07,13/14,210
2013-09-23,2014-07,13/14,254
2013-09-24,2014-07,13/14,238
2013-09-25,2014-07,13/14,228
2013-09-26,2014-07,13/14,230
2013-09-27,2014-07,13/14,229
2013-09-28,2014-07,13/14,240
2013-09-29,2014-07,13/14,234
2013-09-30,2014-07,13/14,233
2013-10-01,2014-07,13/14,235
2013-10-02,2014-07,13/14,247
2013-10-03,2014-07,13/14,243
2013-10-04,2014-07,13/14,257
2013-10-05,2014-07,13/14,248
2013-10-06,2014-07,13/14,236
2013-10-07,2014-07,13/14,251
2013-10-08,2014-07,13/14,220
2013-10-09,2014-07,13/14,240
2013-10-10,2014-07,13/14,217
2013-10-11,2014-08,13/14,218
2013-10-12,2014-08,13/14,211
2013-10-13,2014-08,13/14,227
2013-10-14,2014-08,13/14,212
2013-10-15,2014-08,13/14,268
2013-10-16,2014-08,13/14,252
2013-10-17,2014-08,13/14,239
2013-10-18,2014-08,13/14,236
2013-10-19,2014-08,13/14,187
2013-10-20,2014-08,13/14,235
2013-10-21,2014-08,13/14,256
2013-10-22,2014-08,13/14,225
2013-10-23,2014-08,13/14,221
2013-10-24,2014-08,13/14,223
2013-10-25,2014-08,13/14,223
2013-10-26,2014-08,13/14,235
2013-10-27,2014-08,13/14,250
2013-10-28,2014-08,13/14,219
2013-10-29,2014-08,13/14,219
2013-10-30,2014-08,13/14,224
2013-10-31,2014-08,13/14,221
2013-11-01,2014-08,13/14,242
2013-11-02,2014-08,13/14,206
2013-11-03,2014-08,13/14,222
2013-11-04,2014-08,13/14,239
2013-11-05,2014-08,13/14,202
2013-11-06,2014-08,13/14,217
2013-11-07,2014-08,13/14,225
2013-11-08,2014-09,13/14,252
2013-11-09,2014-09,13/14,232
2013-11-10,2014-09,13/14,251
2013-11-11,2014-09,13/14,227
2013-11-12,2014-09,13/14,243
2013-11-13,2014-09,13/14,221
2013-11-14,2014-09,13/14,219
2013-11-15,2014-09,13/14,205
2013-11-16,2014-09,13/14,219
2013-11-17,2014-09,13/14,216
2013-11-18,2014-09,13/14,236
2013-11-19,2014-09,13/14,248
2013-11-20,2014-09,13/14,213
2013-11-21,2014-09,13/14,191
2013-11-22,2014-09,13/14,188
2013-11-23,2014-09,13/14,225
2013-11-24,2014-09,13/14,216
2013-11-25,2014-09,13/14,261
2013-11-26,2014-09,13/14,241
2013-11-27,2014-09,13/14,224
2013-11-28,2014-09,13/14,238
2013-11-29,2014-09,13/14,230
2013-11-30,2014-09,13/14,217
2013-12-01,2014-09,13/14,226
2013-12-02,2014-09,13/14,247
2013-12-03,2014-09,13/14,212
2013-12-04,2014-09,13/14,213
2013-12-05,2014-09,13/14,218
2013-12-06,2014-10,13/14,240
2013-12-07,2014-10,13/14,219
2013-12-08,2014-10,13/14,217
2013-12-09,2014-10,13/14,219
2013-12-10,2014-10,13/14,231
2013-12-11,2014-10,13/14,221
2013-12-12,2014-10,13/14,217
2013-12-13,2014-10,13/14,228
2013-12-14,2014-10,13/14,234
2013-12-15,2014-10,13/14,213
2013-12-16,2014-10,13/14,236
2013-12-17,2014-10,13/14,257
2013-12-18,2014-10,13/14,237
2013-12-19,2014-10,13/14,237
2013-12-20,2014-10,13/14,231
2013-12-21,2014-10,13/14,247
2013-12-22,2014-10,13/14,230
2013-12-23,2014-10,13/14,244
2013-12-24,2014-10,13/14,220
2013-12-25,2014-10,13/14,208
2013-12-26,2014-10,13/14,241
2013-12-27,2014-10,13/14,277
2013-12-28,2014-10,13/14,239
2013-12-29,2014-10,13/14,257
2013-12-30,2014-10,13/14,276
2013-12-31,2014-10,13/14,242
2014-01-01,2014-10,13/14,269
2014-01-02,2014-10,13/14,256
2014-01-03,2014-11,13/14,274
2014-01-04,2014-11,13/14,251
2014-01-05,2014-11,13/14,236
2014-01-06,2014-11,13/14,261
2014-01-07,2014-11,13/14,255
2014-01-08,2014-11,13/14,262
2014-01-09,2014-11,13/14,258
2014-01-10,2014-11,13/14,259
2014-01-11,2014-11,13/14,250
2014-01-12,2014-11,13/14,224
2014-01-13,2014-11,13/14,263
2014-01-14,2014-11,13/14,230
2014-01-15,2014-11,13/14,213
2014-01-16,2014-11,13/14,231
2014-01-17,2014-11,13/14,223
2014-01-18,2014-11,13/14,229
2014-01-19,2014-11,13/14,220
2014-01-20,2014-11,13/14,276
2014-01-21,2014-11,13/14,244
2014-01-22,2014-11,13/14,231
2014-01-23,2014-11,13/14,236
2014-01-24,2014-11,13/14,259
2014-01-25,2014-11,13/14,218
2014-01-26,2014-11,13/14,234
2014-01-27,2014-11,13/14,264
2014-01-28,2014-11,13/14,269
2014-01-29,2014-11,13/14,234
2014-01-30,2014-11,13/14,220
2014-01-31,2014-12,13/14,246
2014-02-01,2014-12,13/14,251
2014-02-02,2014-12,13/14,215
2014-02-03,2014-12,13/14,281
2014-02-04,2014-12,13/14,239
2014-02-05,2014-12,13/14,222
2014-02-06,2014-12,13/14,220
2014-02-07,2014-12,13/14,243
2014-02-08,2014-12,13/14,216
2014-02-09,2014-12,13/14,220
2014-02-10,2014-12,13/14,263
2014-02-11,2014-12,13/14,264
2014-02-12,2014-12,13/14,245
2014-02-13,2014-12,13/14,253
2014-02-14,2014-12,13/14,208
2014-02-15,2014-12,13/14,249
2014-02-16,2014-12,13/14,226
2014-02-17,2014-12,13/14,266
2014-02-18,2014-12,13/14,257
2014-02-19,2014-12,13/14,239
2014-02-20,2014-12,13/14,243
2014-02-21,2014-12,13/14,222
2014-02-22,2014-12,13/14,230
2014-02-23,2014-12,13/14,212
2014-02-24,2014-12,13/14,243
2014-02-25,2014-12,13/14,237
2014-02-26,2014-12,13/14,227
2014-02-27,2014-12,13/14,234
2014-02-28,2014-13,13/14,244
2014-03-01,2014-13,13/14,232
2014-03-02,2014-13,13/14,241
2014-03-03,2014-13,13/14,259
2014-03-04,2014-13,13/14,230
2014-03-05,2014-13,13/14,245
2014-03-06,2014-13,13/14,236
2014-03-07,2014-13,13/14,225
2014-03-08,2014-13,13/14,226
2014-03-09,2014-13,13/14,235
2014-03-10,2014-13,13/14,272
2014-03-11,2014-13,13/14,230
2014-03-12,2014-13,13/14,236
2014-03-13,2014-13,13/14,241
2014-03-14,2014-13,13/14,223
2014-03-15,2014-13,13/14,250
2014-03-16,2014-13,13/14,252
2014-03-17,2014-13,13/14,282
2014-03-18,2014-13,13/14,247
2014-03-19,2014-13,13/14,247
2014-03-20,2014-13,13/14,248
2014-03-21,2014-13,13/14,227
2014-03-22,2014-13,13/14,203
2014-03-23,2014-13,13/14,229
2014-03-24,2014-13,13/14,284
2014-03-25,2014-13,13/14,253
2014-03-26,2014-13,13/14,235
2014-03-27,2014-13,13/14,263
2014-03-28,2014-13,13/14,244
2014-03-29,2014-13,13/14,258
2014-03-30,2014-13,13/14,234
2014-03-31,2014-13,13/14,281
2014-04-01,2015-01,14/15,248
2014-04-02,2015-01,14/15,236
2014-04-03,2015-01,14/15,236
2014-04-04,2015-01,14/15,257
2014-04-05,2015-01,14/15,244
2014-04-06,2015-01,14/15,244
2014-04-07,2015-01,14/15,274
2014-04-08,2015-01,14/15,244
2014-04-09,2015-01,14/15,244
2014-04-10,2015-01,14/15,216
2014-04-11,2015-01,14/15,247
2014-04-12,2015-01,14/15,241
2014-04-13,2015-01,14/15,270
2014-04-14,2015-01,14/15,270
2014-04-15,2015-01,14/15,238
2014-04-16,2015-01,14/15,227
2014-04-17,2015-01,14/15,238
2014-04-18,2015-01,14/15,243
2014-04-19,2015-01,14/15,274
2014-04-20,2015-01,14/15,246
2014-04-21,2015-01,14/15,241
2014-04-22,2015-01,14/15,245
2014-04-23,2015-01,14/15,254
2014-04-24,2015-01,14/15,235
2014-04-25,2015-02,14/15,232
2014-04-26,2015-02,14/15,246
2014-04-27,2015-02,14/15,249
2014-04-28,2015-02,14/15,285
2014-04-29,2015-02,14/15,254
2014-04-30,2015-02,14/15,247
2014-05-01,2015-02,14/15,235
2014-05-02,2015-02,14/15,220
2014-05-03,2015-02,14/15,231
2014-05-04,2015-02,14/15,253
2014-05-05,2015-02,14/15,247
2014-05-06,2015-02,14/15,270
2014-05-07,2015-02,14/15,229
2014-05-08,2015-02,14/15,219
2014-05-09,2015-02,14/15,244
2014-05-10,2015-02,14/15,227
2014-05-11,2015-02,14/15,231
2014-05-12,2015-02,14/15,253
2014-05-13,2015-02,14/15,246
2014-05-14,2015-02,14/15,274
2014-05-15,2015-02,14/15,241
2014-05-16,2015-02,14/15,248
2014-05-17,2015-02,14/15,253
2014-05-18,2015-02,14/15,256
2014-05-19,2015-02,14/15,268
2014-05-20,2015-02,14/15,258
2014-05-21,2015-02,14/15,265
2014-05-22,2015-02,14/15,236
2014-05-23,2015-03,14/15,232
2014-05-24,2015-03,14/15,248
2014-05-25,2015-03,14/15,243
2014-05-26,2015-03,14/15,279
2014-05-27,2015-03,14/15,281
2014-05-28,2015-03,14/15,226
2014-05-29,2015-03,14/15,256
2014-05-30,2015-03,14/15,246
2014-05-31,2015-03,14/15,235
2014-06-01,2015-03,14/15,229
2014-06-02,2015-03,14/15,255
2014-06-03,2015-03,14/15,249
2014-06-04,2015-03,14/15,261
2014-06-05,2015-03,14/15,267
2014-06-06,2015-03,14/15,244
2014-06-07,2015-03,14/15,243
2014-06-08,2015-03,14/15,263
2014-06-09,2015-03,14/15,274
2014-06-10,2015-03,14/15,255
2014-06-11,2015-03,14/15,255
2014-06-12,2015-03,14/15,227
2014-06-13,2015-03,14/15,241
2014-06-14,2015-03,14/15,220
2014-06-15,2015-03,14/15,236
2014-06-16,2015-03,14/15,239
2014-06-17,2015-03,14/15,246
2014-06-18,2015-03,14/15,247
2014-06-19,2015-03,14/15,244
2014-06-20,2015-04,14/15,259
2014-06-21,2015-04,14/15,243
2014-06-22,2015-04,14/15,248
2014-06-23,2015-04,14/15,256
2014-06-24,2015-04,14/15,261
2014-06-25,2015-04,14/15,237
2014-06-26,2015-04,14/15,268
2014-06-27,2015-04,14/15,268
2014-06-28,2015-04,14/15,243
